appln_id,appln_kind,earliest_publn_year,granted,appln_title,appln_abstract,Result
412681068,U ,2013,Y,VGA interface,"The utility model is applicable to an interface of an embedded device, provides a VGA interface, and aims to solve the defects in the process of welding the VGA interface with a circuit board for connection in the prior art. The VGA interface provided by the utility model comprises a base plate, a VGA socket fixed on the base plate and a circuit board matched with the VGA socket. The VGA socket comprises a housing, a D-shaped slot arranged on the housing and connecting pins. Pin inserting ports matched with a VGA plug are arranged inside the D-shaped slot. The circuit board is perpendicular to the plane where the pin inserting ports are arranged. The connecting pins are led out along the corresponding pin inserting ports and towards the side of the circuit board, and are linearly arranged in a single row. The tail ends of the connecting pins are aligned with each other and are attached to the surface of the circuit board. The VGA socket is fixed on the circuit board by means of the connecting pins of the VGA socket being attached to the surface of the circuit board, so that the automatic production of the VGA interface is convenient, production efficiency is improved, and production cost is reduced.","Keywords: [VGA interface, embedded device, automatic production, circuit board integration, pin alignment]

Innovation:
1. Novel VGA socket design enabling perpendicular circuit board attachment for streamlined automated production.
2. Linear single-row pin arrangement facilitating easier and more efficient VGA interface assembly.
3. Enhanced pin alignment on circuit board surface significantly reducing production costs and boosting efficiency."
412649425,A ,2013,Y,Small-sized unmanned rotary-wing aircraft high-precision control method based on adaptive neural network,"The invention discloses a small-sized unmanned rotary-wing aircraft high-precision control method based on an adaptive neural network, and relates to the design of a composite controller with the combination of the construction and optimization of the feedback control and non-sample training adaptive neural network of a small-sized unmanned rotary-wing aircraft. Firstly, as for a small-sized unmanned rotary-wing aircraft dynamical model, a feedback control coefficient matrix is constructed through a pole assignment method to ensure the preliminary stability of a system. Secondly, the adaptive neural network with independent updating weight features is designed, an adaptive network weight updating matrix is constructed based on error messages to update a weight matrix of the neural network in an online mode, and estimation and restraint of disturbance are achieved. An adaptive threshold value optimizing strategy is designed, online updating is carried out on a control residual error upper limit threshold value of the adaptive neural network on the basis of the mean square error between the actual position and the expectation position in a time window, and the small-sized unmanned rotary-wing aircraft high-precision attitude control under the complex environment is achieved. The small-sized unmanned rotary-wing aircraft high-precision control method has the advantages of being good in real-time performance, fast in dynamic parameter response, strong in multi-source interference adaptability and the like, can be used for the high-precision control over the small-sized unmanned aircraft under the complex multi-source interference environment and the like.","Keywords: [adaptive neural network, feedback control, unmanned rotary-wing aircraft, disturbance estimation, threshold optimization]

Innovation:
1. Adaptive neural network with independent weight updating enhances real-time disturbance estimation and restraint in complex environments.
2. Feedback control coefficient matrix via pole assignment ensures preliminary system stability for small-sized unmanned rotary-wing aircraft.
3. Threshold value optimization strategy dynamically adjusts control residual limits based on mean square error for high-precision attitude control."
412673379,U ,2013,Y,Thrust bearing bush of water turbine,"The utility model discloses a thrust bearing bush of a water turbine. The thrust bearing bush of the water turbine comprises a steel bush basic layer, wherein an upper plane of the steel bush basic layer is a slope, a strip-shaped through groove is formed in the middle of the upper plane, the upper plane is divided into a left plane and a right plane through the strip-shaped through groove, metal wire cushion layers are welded to the left plane and the right plane in a brazing mode respectively, and a modified polytef layer is arranged on each metal wire cushion layer in a composite mode. Due to the facts that an elastic metal composite layer which is formed by the metal wire cushion layers and the modified polytef layers is arranged on the steel bush basic layer, and the modified polytef layers are arranged on the metal wire cushion layers in the composite mode, the thrust bearing bush of the water turbine has the advantages of being low in friction coefficient, high in heat stability and free of sticking, having the self-lubrication characteristic, and reducing the frequency of the phenomenon of burnt-out bearing bushes. Due to the fact that elastic metal of the thrust bearing bush of the water turbine has the function of automatic adjustment, the frequency of overhauling of the thrust bearing bush of the water turbine is reduced; meanwhile, due to the fact that the upper plane of the steel bush basic layer is the slope, the lubricating effect is improved; due to the fact that the strip-shaped through groove is formed in the middle of the upper plane, oil can be better stored, and the lubricating effect can be better improved.","Keywords: [thrust bearing bush, water turbine, metal wire cushion, modified polytef, self-lubrication]

Innovation:
1. Sloped steel bush with through groove enhancing oil storage and lubrication for reduced friction and wear.
2. Composite elastic metal layer integrating metal wire cushions and modified polytef for enhanced heat stability and self-lubrication.
3. Automatic adjustment function of elastic metal reduces overhaul frequency and prevents burnt-out bearing failures."
412673554,U ,2013,Y,Equalizing pipeline of water ring vacuum set,"The utility model discloses an equalizing pipeline of a water ring vacuum set. The equalizing pipeline of the water ring vacuum set comprises a water ring vacuum pump and a steam-water separator, a pipe orifice is formed in the center line of a pump cover of the watering ring vacuum pump, a pipe orifice is formed in the steam-water separator, the two pipe orifices are in the same plane and are connected with each other through the equalizing pipeline, an automatic overflow port is formed in the center line of the steam-water separator, and the automatic overflow port is connected with a drainage pipeline through a pipeline. When the water ring vacuum set is started, screeches are greatly lowered, water consumption is reduced, load of a motor is greatly reduced when a motor is started, and the service life of the motor is prolonged. The water ring vacuum set is balanced in operation and rather stable in suction ability and vacuum degree, therefore, the stability of a vacuum technology system of a rolling, cutting and packaging plant of a cigarette factory is enhanced, and the advantages of the equalizing pipeline of the water ring vacuum set is well embodied.","Keywords: [water ring vacuum, steam-water separator, equalizing pipeline, automatic overflow, motor load reduction]

Innovation:
1. Equalizing pipeline connecting pump and separator reduces screeches and enhances system stability.
2. Automatic overflow port in steam-water separator efficiently manages excess water, reducing consumption.
3. Balanced operation and stable suction significantly extend motor lifespan, improving vacuum technology reliability."
412669950,U ,2013,Y,Automatic lifting system of internal climbing tower crane,"The utility model provides an efficient and safe automatic lifting system of an internal climbing tower crane. The technical scheme is as follows: an internal climbing tower crane body comprises a climbing frame, a lifting section, a basic section and a climbing belt; the automatic lifting system comprises an upper supporting beam, a lifting beam, a lower supporting beam and a power cylinder; the upper supporting beam is mounted on the lifting section; the lower supporting beam is mounted on the basic section; the lifting beam is connected with the upper supporting beam through the power cylinder; the upper supporting beam, the lower supporting beam and the lifting beam are arranged on the same plane and movably connected with an upper supporting beam supporting plate, a lower supporting beam supporting plate and a lifting beam supporting plate respectively; the upper supporting beam supporting plate, the lower supporting beam supporting plate and the lifting beam supporting plate can be contacted with the climbing frame or the climbing belt; the upper supporting beam and the lower supporting beam are arranged in positive and negative lifting directions of the lifting beam respectively.","Keywords: [automatic lifting, internal climbing crane, power cylinder, beam arrangement, safety mechanism]

Innovation:
1. Novel automatic lifting system utilizing coordinated beam and power cylinder for enhanced crane mobility.
2. Positive and negative lifting directions of beams ensuring precise vertical movement within the tower crane structure.
3. Integrated supporting plates contacting climbing frame or belt, enhancing stability and operational safety during lifting operations."
412666066,U ,2013,Y,Seamless steel tube inner bore polishing machine,"The utility model relates to a seamless steel tube inner bore polishing machine. The seamless steel tube inner bore polishing machine comprises a moving trolley, a hub spindle motor and a trolley motor, wherein wheels of the moving trolley are driven by the trolley motor so that the moving trolley can travel on tracks in a guided mode, the hub spindle motor is fixedly installed on the upper plane of the moving trolley in a coaxial mode, an output shaft of the hub spindle motor is fixedly connected with a polishing shaft in a coaxial mode, and a grinding wheel is fixedly installed on the end portion of the polishing shaft in a coaxial mode; a plurality of hub spindle frames are fixedly installed on the side edge of the moving trolley coaxial with the tracks at intervals; the polishing shaft and a steel tube workpiece are both erected on the hub spindle frames, and the polishing shaft is driven by the moving trolley to enter an inner bore of the steel tube workpiece for coaxial polishing. According to the seamless steel tube inner bore polishing machine, the moving trolley is used for polishing the steel tube workpiece under the guidance of a hub spindle, therefore, the polishing efficiency of the inner bore of the steel tube workpiece is improved, and labor intensity is mitigated; the hub spindle of the polishing machine is opposite to the steel tube workpiece in rotation direction, therefore, the polishing quality can be improved, and the polishing efficiency can be more than doubled; according to the seamless steel tube inner bore polishing machine, an automatic turnover mechanism is installed on the side edge of the steel tube workpiece, therefore, the steel tube workpiece can be automatically turned over and conveyed after being polished, and the work efficiency is improved.","Keywords: [inner bore polishing, seamless steel tube, moving trolley, hub spindle motor, automatic turnover]

Innovation:
1. Coaxial alignment of hub spindle motor and polishing shaft significantly enhances inner bore polishing efficiency.
2. Opposite rotation direction of hub spindle to steel tube workpiece doubles polishing effectiveness and quality.
3. Automatic turnover mechanism on trolley edge streamlines post-polishing handling and boosts overall work efficiency."
412665269,U ,2013,Y,Plane hole position machining machine,"The utility model discloses a plane hole position machining machine which comprises a machine frame. The plane hole position machining machine is characterized in that a die assembling table component is arranged on the machine frame, a Y-axis feeding component and a Z-axis feeding component are arranged on corresponding upper positions of the die assembling table component, the Y-axis feeding component is fixedly arranged on the machine frame, the Z-axis feeding component is fixedly connected with the Y-axis feeding component, a machining cutter is further arranged on the Z-axis feeding component, and the machining cutter is perpendicular to the die assembling table component. According to the plane hole position machining machine, the automatic positioning and feeding cutting mode of the X axis, the Y axis and the Z axis are used, the purpose of automatically machining plane hole positions is achieved, and the plane hole position machining machine is reasonable in structure, simple in control, accurate in positioning, and suitable for positioning machining the plane hole positions in a mass mode.","Keywords: [hole position machining, automatic positioning, Y-axis feeding, Z-axis feeding, perpendicular cutter]

Innovation:
1. Automatic XYZ axis positioning and feeding system enabling precise hole machining.
2. Integration of Y and Z-axis components for streamlined and accurate tool movement control.
3. Perpendicular machining cutter design ensuring optimal cutting angles for mass production."
412913485,A ,2013,Y,AUTOMATIC STITCHING SYSTEM AND THE METHOD OF PROSTATE IN PATHOLOGY IMAGE,PURPOSE: An automatic stitching system of a prostate gland pathology image and a method thereof are provided to analyze similarity of an outline positioned on a cutting plane of each piece image and to stitch the piece image to one tissue image. CONSTITUTION: A geometric correction unit (40) corrects coordinate position and gradient between piece images. A stitching controller (20) controls a stitching work between the corrected piece images. A similarity analysis unit (60) analyzes similarity of an outline positioned on a cutting plane of the piece image. The geometric correction unit comprises a position correction unit and a rotation correction unit. The position correction unit corrects coordinate difference of a corner positioned on the cutting plate between the piece images. The rotation correction unit corrects gradient difference of the outline positioned on the cutting plane between the piece images. [Reference numerals] (10) Pathology image input unit; (20) Stitching controller; (30) Image element detecting unit; (40) Geometric correction unit; (50) Rigid body converting unit; (60) Similarity analysis unit,"Keywords: [image stitching, geometric correction, similarity analysis, pathology imaging, rotation alignment]

Innovation:
1. Automated system analyzing outline similarities on cutting planes for precise prostate gland image stitching.
2. Geometric correction unit ensuring accurate position and gradient adjustments between piece images.
3. Integration of similarity analysis to enhance precision in reconstructing tissue images from segmented pathology inputs."
412767313,A ,2013,Y,METHOD OF IDENTIFYING AERIAL OBJECTS FROM RANGE PORTRAIT STRUCTURE,"FIELD: physics, navigation.SUBSTANCE: invention can be used for radar identification of aircraft on all possible ranges and aspect angles of a location. Said technical result is achieved due to that identification of an aerial object takes into account not only match of the relative positions of scattering centres of the surface of the aerial object along the line of vision, but amplitude thereof, which provides better identification characteristics.EFFECT: more accurate automatic identification of aerial objects in the quasi-optical region of reflection of radio waves by establishing stricter congruence between real and reference range portraits, and specifically owing to additional information on amplitude of pulse responses in the structure of the range portrait.1 dwg","Keywords: [radar identification, scattering centers, amplitude analysis, range portrait, aircraft detection]

Innovation:
1. Incorporates amplitude information of pulse responses for stricter congruence in radar object identification.
2. Enhanced accuracy in automatic aerial object identification through quasi-optical radio wave reflection analysis.
3. Utilizes relative positions and amplitudes of surface scattering centers for improved radar recognition characteristics."
412989694,U ,2013,Y,Material receiving device of paper lattice forming machine,"The utility model discloses a material receiving device of a paper lattice forming machine, and belongs to the technical field of accessories of paper product processing equipment. Double rows of tracks are perpendicularly arranged on the ground opposite to a discharge opening of the paper lattice forming machine, shallow positioning grooves are formed in the upper surfaces of the tracks, track limiting piles are arranged at the two ends of the tracks respectively, a material blocking rod is fixedly arranged at the lower ends, right opposite to the discharge opening, of the tracks, a bent rod is arranged on the lower portion of the material blocking rod, an arc return hook is arranged on the upper portion of the material blocking rod, a plane formed by the return hook is parallel to the tracks, a flat bed trailer is installed on the tracks, wheels are arranged on the lower end of the flat bed trailer and roll in the tracks, a plurality of bases are arranged above the flat bed trailer, a first limiting plate is arranged on the upper edge of each base, a material receiving barrel is arranged above each first limiting plate in an inserting mode, each material receiving barrel is a square barrel, and the two ends, perpendicular to the tracks, of the lower end of each material receiving barrel are respectively provided with a second limiting plate, a tray is rectangular, and a chassis where the material receiving barrels are placed is arranged on the tray. According to the material receiving device of the paper lattice forming machine, paper lattices can be received automatically, labor is saved, production speed is improved, and labor cost is reduced for user units.","Keywords: [material receiving, paper lattice forming, automatic loading, track limiting, flat bed trailer]

Innovation:
1. Perpendicular double-row tracks with shallow grooves and limiting piles enable precise material blocking rod positioning.
2. Flat bed trailer with wheels rolling in tracks automates paper lattice collection, enhancing production efficiency.
3. Square material receiving barrels with integrated limiting plates ensure stable stacking on the rectangular tray for efficient transport."
412960967,A ,2013,N,Method for measuring reference installation error of optical axis of unmanned aerial vehicle,"The invention relates to a method for measuring a reference installation error of an optical axis of an unmanned aerial vehicle. The method comprises the following steps: aircraft heading error measurement: 1), selecting a target point A, enabling the optical axis to lock the point A by an operating platform; 2), recording latitude and longitude data of a point 0 when the optical axis locks the point A: according to the latitude and longitude data of the point 0 and the point A, calculating azimuth alpha'' of a straight line OA; 3), recording a compass azimuth psi and a photoelectric platform azimuth alpha in the laser marking process; 4), aircraft heading axis installation error: platform azimuth installation error plus compass azimuth installation error: delta is equal to alpha'' minus psi minus alpha. The method can be implemented in the same flight as an actual target locating flight task (error measurement in the anterior stage of the flight, and actual locating in the posterior stage of the flight); the method is simple and direct; the locating accuracy is not reduced; the locating efficiency is much higher than that of the existing process.","Keywords: [optical axis error, unmanned aerial vehicle, heading calibration, azimuth calculation, real-time measurement]

Innovation:
1. Real-time optical axis error measurement during UAV flight tasks without compromising locating accuracy.
2. Simplified method integrating platform and compass azimuth errors for direct aircraft heading calibration.
3. Integration of error measurement in initial flight stages enhancing overall mission efficiency and precision."
412965029,A ,2013,Y,Unmanned aerial vehicle remote sensing image quick splicing method,"The invention discloses an unmanned aerial vehicle remote sensing image quick splicing method and relates to the technical field of image processing. The method includes the following steps: step 1, performing low-altitude aerial photographing by an imaging system mounted on an unmanned aerial vehicle; step 2, performing multilevel grid partitioning on a mass of sequence images; step 3, splicing and mapping corresponding sequence images in each level in a level-by-level manner; step 4, processing at a later stage. A CUDA (compute unified device architecture) algorithm is introduced, so that image splicing speed can be greatly increased; a CA (cellular automaton) model is utilized to optimize an SIFT (scale invariant feature transform) feature point algorithm, so that image matching efficiency and accuracy are improved.","Keywords: [UAV remote sensing, image splicing, CUDA algorithm, CA model, SIFT optimization]

Innovation:
1. CUDA algorithm integration significantly accelerates the processing speed of UAV remote sensing image splicing.
2. Cellular automaton model optimizes SIFT feature point detection for enhanced image matching accuracy and efficiency.
3. Multilevel grid partitioning enables efficient sequential image mapping and splicing in unmanned aerial vehicle applications."
412947720,A ,2013,N,Unmanned torpedo submarine,"The invention relates to unmanned small-size submarine fighting weapons and particularly discloses an unmanned torpedo submarine. The unmanned torpedo submarine comprises a submarine body, moving wings, a buoy transceiver antenna and a rotary type propeller. The submarine body is closed and is in a streamline shape; the inside of the submarine body is provided with a power storage cabin, a floating adjusting cabin, a controlled command cabin and a torpedo launching device. The moving wings are arranged on the left and the right of the submarine body with one pair in the front and one pair in the rear and can stir up and down; the buoy transceiver antenna is arranged at the top of the submarine body and connected with the controlled command cabin through wires, can stretch out and retract back and is buoyant; the rotary type propeller is arranged at the tail end of the submarine body and can rotate on the plane at 360 degrees. The unmanned torpedo submarine can achieve concentration envelopment of large enemy warships, thereby having strong deterrent force, and can achieve concentration siege to obtain strong lethality; besides, the unmanned torpedo submarine can not only achieve effective strike, but also greatly reduce fighting costs and avoid injuries and deaths.","Keywords: [unmanned torpedo, submarine body, moving wings, rotary propeller, buoy antenna]

Innovation:
1. Streamlined unmanned torpedo submarine design enabling 360-degree rotary propulsion for enhanced maneuverability.
2. Buoyant transceiver antenna facilitating communication while reducing vulnerability during naval operations.
3. Integrated torpedo launching device and controlled command cabin for effective strikes with reduced combat risks."
412999402,U ,2013,Y,Fluorescence image-based alga chlorophyll a concentration detection device,"The utility model provides a fluorescence image-based alga chlorophyll a concentration detection device, and aims at providing a non-contact movable alga chlorophyll a concentration detection device capable of measuring multiple points. Stable fluorescence 14 can be excited through modulated purple light generated by a purple light laser driving circuit 1 and a laser device 2. Fluorescent images collected by a fluorescent light filter 8, a lens group 9 and a CCD (Charge Coupled Device) detector 10 are delivered into a computer 11, the fluorescent light spot grey value detected by the computer 11 is divided by a reference signal, collected by a light detector 5, an ultraviolet light detector amplifying circuit 6 and an A/D (Analog-Digital) conversion circuit 7, on the computer 11 through adopting the differential principle to obtain a value which serves as the alga chlorophyll a concentration value, so that the precise alga chlorophyll a concentration value can be obtained. The fluorescence image-based alga chlorophyll a concentration detection device is the design of a device capable of remotely detecting the alga chlorophyll a in a non-contact manner, and is applicable to polling of unmanned aircrafts and ships in various lakes and seas.","Keywords: [fluorescence imaging, chlorophyll concentration, non-contact detection, modulated purple light, CCD detector]

Innovation:
1. Modulated purple light excitation enabling precise, non-contact measurement of alga chlorophyll a concentration via fluorescence.
2. Differential principle application using reference signals for enhanced accuracy in chlorophyll concentration determination.
3. Remote, movable device design suitable for unmanned aerial and marine vehicle deployment across diverse water bodies."
412995481,U ,2013,Y,Automatic centering floatation structure with flexible inner gear rings,"An automatic centering floatation structure with flexible inner gear rings comprises the inner gear rings, a combined gear ring, a floatation gear ring and planet wheels. The automatic centering floatation structure is characterized in that the planet wheels are provided with outer teeth; the number of the inner gear rings is two, and the inner gear rings are connected with the planet wheels through gears in a meshed mode; the inner gear rings are provided with outer teeth, the combined gear ring is provided with inner teeth, meanwhile, the combined gear ring is provided with outer teeth, and the inner gear rings and the combined gear ring are connected through a gear coupling; the floatation gear ring is provided with an inner gear and connected with the combined gear ring through a gear coupling. According to the automatic centering floatation structure, by means of increasing floatation of the positions of the inner gear rings and utilizing part flexibility deformation, load distribution between the planet wheels of a planetary gear box is even, the automatic centering floatation structure does not have radial support, allows radial and deflection displacement, can perform centering automatically during load imbalance and search for a balance position until loads of the planet wheels are distributed evenly.","Keywords: [automatic centering, flexible gear ring, floatation structure, load distribution, planetary gear box]

Innovation:
1. Flexible inner gear rings enable automatic centering and even load distribution in planetary gear systems.
2. Floatation gear ring design enhances positional flexibility and supports radial displacement without radial support.
3. Gear coupling between components integrates multiple gear types to optimize load balance during operation."
413039827,W ,2014,N,UNMANNED AIRCRAFT AND OPERATING METHOD FOR THE SAME,"The invention relates to an unmanned aircraft (10), the drive (12) of which comprises an internal combustion engine (28) designed as a diesel and/or kerosene engine and having a charging device (30) for charging the engine. In particular a hybrid drive (32), more especially a parallel hybrid drive, is provided as the drive (12).","Keywords: [unmanned aircraft, diesel engine, kerosene engine, charging device, parallel hybrid drive]

Innovation:
1. Unmanned aircraft utilizing diesel/kerosene engines with integrated charging for extended operational range.
2. Parallel hybrid drive system enhancing fuel efficiency and power output in unmanned aerial vehicles.
3. Charging device integration enabling dynamic energy management in hybrid propulsion systems."
413189667,U ,2013,Y,Outlet cigarette automatic pressing device for cigarette-packing machine,"Provided is an outlet cigarette automatic pressing device for a cigarette-packing machine. A plane soldering iron is additionally installed at the bottom of the position of a transparent paper cigarette outlet, and the automatic pressing device is arranged above the plane soldering iron and comprises a fixing frame fixed on a machine frame. A spring returning device is arranged on the lower side of the fixing frame and comprises a screw fixed on the fixing frame. A press plate and a spring are arranged on the screw in a penetrating mode, the spring is sleeved on the screw between the press plate and the fixing frame, a hair brush is arranged on the lower side of the press plate, and two hair brush frames are symmetrically arranged on the lower side of the press plate, are perpendicular to the fixing frame and are provided with hair brushes. The middle of the fixing frame is provided with a protruded structure, and the width of the protruded structure is equal to the width of the press plate. The outlet cigarette automatic pressing device is simple in structure and practical in function, and the goal of automatically pressing transparent paper cigarettes when the transparent paper cigarettes pass across the position of the device and improving product appearance quality can be achieved.","Keywords: [automatic pressing, transparent paper cigarette, spring return mechanism, hair brush frame, soldering iron integration]

Innovation:
1. Integration of a plane soldering iron with an automatic pressing device for enhanced cigarette packaging efficiency.
2. Spring returning mechanism enabling precise and repeatable pressure application on transparent paper cigarettes.
3. Symmetrically arranged hair brush frames ensuring uniform contact and improved product appearance quality during processing."
413156324,A ,2013,N,Electric bicycle driving device implemented by man-powered electricity generation,"The invention discloses an electric bicycle driving device implemented by man-powered electricity generation, which comprises a driving wheel, a driven wheel, a rear bicycle wheel, an electric motor and an electricity generator, wherein the electric motor is arranged in the middle of the rear bicycle wheel, and the electricity generator is arranged on the driven wheel; the electricity generator is connected with the electric motor, the driven wheel and the driving wheel are located in a same plane in the vertical direction and close to each other, the driving wheel is provided with a set of first permanent magnets, the driven wheel is provided with a set of second permanent magnets, and the magnetic poles of the first permanent magnets and the second permanent magnets towards the direction of the center of each wheel are same. According to the electric bicycle driving device, the device can automatically generate electricity by pedaling pedal plates, so that the technical problem that electric bicycles are required to be always charged is solved, and therefore, the device has energy-saving and environment-friendly effects and is simple and reasonable in structure design, and through the driving wheel and the driven wheel which are not in contact with each other, the friction between gears in traditional technologies is omitted, and the work done by pedaling the pedal plates can be maximumly converted into electrical energy; the whole device is relatively low in cost, and facilitates mass production.","Keywords: [electric bicycle, man-powered electricity, permanent magnets, energy conversion, frictionless drive]

Innovation:
1. Man-powered electricity generation by pedal plates eliminates the need for charging electric bicycles, offering a novel green solution.
2. Non-contact driving and driven wheels with aligned permanent magnets maximize pedal work conversion into electrical energy without gear friction.
3. Cost-effective and structurally simple design facilitates mass production, promoting widespread adoption of energy-saving technology."
413156408,A ,2013,Y,Deceleration and return air hydraulic control system of unmanned aerial vehicle (UAV) ejection device,"The invention discloses a deceleration and return air hydraulic control system of an unmanned aerial vehicle (UAV) ejection device, and the system comprises an electromagnetic unloading overflow valve of a main oil pump, the main oil pump, a motor of the main oil pump, an electromagnetic unloading overflow valve of an oil filling pump, the oil filling pump, a motor of the oil filling pump, a cartridge valve, a first one-way valve and a safe valve thereof, a hydraulic motor, an electro-hydraulic proportional cartridge valve, a first electromagnetic reversing valve, a first governing valve, a safe and stop valve block, a second one-way valve, a third one-way valve, an energy accumulator, a second governing valve, a second electromagnetic reversing valve, a fourth one-way valve, a first proportional overflow valve, a safe valve of the proportional overflow valve, a buffer braking hydraulic cylinder, a third electromagnetic reversing valve, a fifth one-way valve, a second proportional overflow valve, an emergency braking hydraulic cylinder, an oil tank and oil tubes which are communicated among all the parts. According to the deceleration and return air hydraulic control system of the UAV ejection device, the proportional overflow valves are adopted to control the hydraulic cylinders, so that the stable deceleration and braking of a sliding trolley is realized, and the reliability of the system is improved; an emergency braking unit and a buffer braking unit are adopted to form two stages of braking, so that the high reliability in the braking of the sliding trolley is ensured; a return control unit is adopted, so that the return speed of the sliding trolley can be governed.","Keywords: [UAV ejection device, hydraulic control system, proportional overflow valve, emergency braking, buffer braking]

Innovation:
1. Proportional overflow valves precisely control hydraulic cylinders for stable deceleration and enhanced system reliability.
2. Dual-stage braking with emergency and buffer units ensures high reliability in sliding trolley braking operations.
3. Return control unit governs sliding trolley's return speed, integrating advanced safety mechanisms into UAV ejection systems."
413171439,A ,2013,Y,Method and system for obtaining addresses of daughter cards on single board,"The invention provides a method and system for obtaining addresses of daughter cards on a single board. The method includes the steps of obtaining a single board slot position number of the single board on a backplane where the single board is inserted, obtaining daughter card slot position numbers of the daughter cards on the single board where the daughter cards are inserted, and obtaining preset IP addresses, corresponding to the single board slot position number and the daughter card slot position numbers, of the daughter cards according to the single board slot position number and the daughter card slot position numbers. The invention further provides the corresponding system. The method and system can automatically obtain the IP addresses of the daughter cards, and manual operation is needless.","Keywords: [IP address allocation, automatic configuration, daughter card identification, slot position mapping, backplane integration]

Innovation:
1. Novel automatic IP address assignment eliminates manual setup for daughter cards on a single board.
2. Integration of slot position numbers with preset IP addresses streamlines network configuration processes.
3. System leverages backplane and daughter card slot positions to enhance automated address management efficiency."
413150279,A ,2013,N,Clasp blister lunch box,"The invention discloses a clasp blister lunch box, which comprises a box body and a box cover, wherein the box cover is integrally arranged on the box body; two C-shaped clasps are integrally and symmetrically formed on the plane of the opening of the box body and at positions close to the two ends; the inner sides of the C-shaped clasps conform to the top surface of the box cover in outline; when the C-shaped clasps are turned over upwards to be perpendicular to the plane of the opening, the box cover is clasped tightly; when the C-shaped clasps are returned to the horizontal positions, the box cover is released. Compared with the prior art, the clasp blister lunch box has the benefits that when the C-shaped clasps are turned over upwards to be perpendicular to the plane of the opening, the box cover and the box body are tightly clasped with the C-shaped clasps, so that package is facilitated, acting force is highly reliable, automatic release can be avoided, and cleanness and sanitation are achieved.","Keywords: [clasp mechanism, lunch box design, C-shaped clasp, secure packaging, automatic release prevention]

Innovation:
1. C-shaped clasps integrally formed for a novel, tight closure mechanism ensuring reliable sealing.
2. Symmetrical and ergonomic clasp design enabling easy manual operation without automatic release.
3. Clasp configuration promoting cleanliness and hygiene by preventing unintended opening during transport."
413309842,A ,2013,N,Full-automatic rubber injection gun,The invention discloses a full-automatic rubber injection gun. The rubber injection gun is characterized in that a cylindrical push rod penetrates through a through hole; a propelling disc sliding along a rubber tube bracket is fixedly installed on the front of the push rod; a fixed handlebar is arranged at the lower part of the rear end of a support frame; a row of plane indentions arranged from front to rear are arranged on the surface of the push rod; a drive gear which is driven by a positive and negative rotation motor and is meshed with the plane indentions on the push rod is connected in the fixed handlebar in a rotary manner; an electric button for controlling rotation of the positive and negative rotation motor is installed on the fixed handlebar; a guide frame is installed on the support frame; the rear of the guide frame is connected on the support frame via a hinge axis; a rear idler wheel pressing against the top of the push rod is installed on the hinge axis; the front of the guide frame penetrates through the rear end of the rubber tube bracket and is connected with a front idler wheel pressing against the push rod in a rotary manner; the front of the support frame or the rubber tube bracket is connected with a height limiting device for limiting the front height of the guide frame. The full-automatic rubber injection gun has a simple structure and has the advantages that the full-automatic rubber injection gun saves effort during pushing and can effectively prevent the push rod from tilting.,"Keywords: [automatic injection, cylindrical push rod, drive gear, positive-negative motor, height limiting device]

Innovation:
1. Positive and negative rotation motor-driven drive gear engaging plane indentions for precise push rod control.
2. Hinged guide frame with front and rear idler wheels ensuring stable push rod movement without tilting.
3. Height limiting device integrated into support frame or rubber tube bracket for enhanced operational safety and efficiency."
413313126,A ,2013,Y,Double-locking improved structure of bicycle folder,"The invention discloses a double-locking improved structure of a bicycle folder. The double-locking improved structure is mainly characterized in that a first shell and a second shell of a third folder are abutted to a plane of a non-arc end of an arc-shaped rod head of a second clamping rod through a second penetrating shaft, so that a second locking function of the third folder can be achieved, an operation handle is pulled to deflect upwards, and a clamping socket on the operation handle drives an arc-shaped rod head of a first clamping rod to cross the highest point to achieve a first locking function, so that the third folder assuredly has double-locking functions. Particularly, all components generating the second locking function are hidden inside the first shell and the second shell and cannot be seen or directly touched from the outside, so that the components can be weather-resistant and shock-resistant, a user completely does not worry about automatic disconnection of the second locking function in the riding process, the first locking function and the second locking function can be multiplied, and a foldable bicycle can be higher in safety when in use.","Keywords: [double-locking mechanism, bicycle folder, hidden components, weather-resistant, shock-resistant]

Innovation:
1. Hidden internal components for second locking function ensuring weather and shock resistance.
2. Deflection of operation handle achieving first locking via crossing highest point of arc-shaped rod head.
3. Double-locking functions enhancing safety in foldable bicycles through integrated mechanical design."
