source,target,weight,weighted_tie_strength,link_centrality,technical_distance,node_assortativity,common_neighbors_count,eigen_distance,pagerank_distance,clustering_distance,link_strength_category
figure code block,random word string,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
network transmission,random word string,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
3D character verification,random word string,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automated recognition prevention,random word string,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
figure code block,network transmission,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
3D character verification,figure code block,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automated recognition prevention,figure code block,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
3D character verification,network transmission,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automated recognition prevention,network transmission,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
3D character verification,automated recognition prevention,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
optical scanning,positioning groove,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
optical scanning,precision alignment,1,0.9285714285714286,0.0,0.24250315241353684,8,3,7.785280297110265e-05,0.0001588771649121699,0.7272727272727273,弱链接
glass cement,optical scanning,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
contact sensor,optical scanning,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
positioning groove,precision alignment,1,0.9285714285714286,0.0,0.24250315241353684,8,3,7.785280297110265e-05,0.0001588771649121699,0.7272727272727273,弱链接
glass cement,positioning groove,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
contact sensor,positioning groove,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
glass cement,precision alignment,1,0.9285714285714286,0.0,0.24250315241353684,8,3,7.785280297110265e-05,0.0001588771649121699,0.7272727272727273,弱链接
contact sensor,precision alignment,1,0.9285714285714286,0.0,0.24250315241353684,8,3,7.785280297110265e-05,0.0001588771649121699,0.7272727272727273,弱链接
contact sensor,glass cement,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automated cable processing,synchronous pulley,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automated cable processing,line feeding mechanism,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automated cable processing,double-head clamping jaw,1,7.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automated cable processing,servo motor control,1,0.34210526315789475,0.0,0.30554125715286673,32,3,0.001697122151716597,0.0006409350211693695,0.9142857142857143,弱链接
line feeding mechanism,synchronous pulley,1,7.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
double-head clamping jaw,synchronous pulley,1,7.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
servo motor control,synchronous pulley,1,0.34210526315789475,0.00012210401962636628,0.30554125715286673,32,3,0.001697122151716597,0.0006409350211693695,0.9142857142857143,弱链接
double-head clamping jaw,line feeding mechanism,1,7.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
line feeding mechanism,servo motor control,1,0.34210526315789475,0.0,0.30554125715286673,32,3,0.001697122151716597,0.0006409350211693695,0.9142857142857143,弱链接
double-head clamping jaw,servo motor control,1,0.34210526315789475,0.0,0.30554125715286673,32,3,0.001697122151716597,0.0006409350211693695,0.9142857142857143,弱链接
special lens material,wavelength range,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
convergent parallel lens,wavelength range,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
light path design,wavelength range,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
spectrum analyzer,wavelength range,1,1.3,0.0,0.1905393912412818,4,3,0.00011144357342997173,7.8158721843978e-05,0.5714285714285714,弱链接
convergent parallel lens,special lens material,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
light path design,special lens material,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
special lens material,spectrum analyzer,1,1.3,0.00012210401962636628,0.1905393912412818,4,3,0.00011144357342997173,7.8158721843978e-05,0.5714285714285714,弱链接
convergent parallel lens,light path design,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
convergent parallel lens,spectrum analyzer,1,1.3,0.00012210401962636628,0.1905393912412818,4,3,0.00011144357342997173,7.8158721843978e-05,0.5714285714285714,弱链接
light path design,spectrum analyzer,1,1.3,0.00012210401962636628,0.1905393912412818,4,3,0.00011144357342997173,7.8158721843978e-05,0.5714285714285714,弱链接
ECU feedback,constant flow control,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic precision,constant flow control,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
compressor speed,constant flow control,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
air supply pressure,constant flow control,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ECU feedback,automatic precision,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
ECU feedback,compressor speed,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
ECU feedback,air supply pressure,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic precision,compressor speed,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
air supply pressure,automatic precision,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
air supply pressure,compressor speed,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic backwater,screwing mechanism,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
screwing mechanism,sealing cover,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
garbage removal,screwing mechanism,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hand-holding portion,screwing mechanism,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic backwater,sealing cover,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic backwater,garbage removal,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic backwater,hand-holding portion,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
garbage removal,sealing cover,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hand-holding portion,sealing cover,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
garbage removal,hand-holding portion,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
fiber threading mechanism,mechanical preparation,1,4.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automated production,mechanical preparation,1,0.5909090909090909,0.0001221040196263663,0.2808110457664307,16,3,4.642284587024944e-06,0.00032323185681027767,0.8421052631578947,弱链接
composite material knitting,mechanical preparation,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
digital control software,mechanical preparation,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automated production,fiber threading mechanism,1,0.5909090909090909,0.0001221040196263663,0.2808110457664307,16,3,4.642284587024944e-06,0.00032323185681027767,0.8421052631578947,弱链接
composite material knitting,fiber threading mechanism,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
digital control software,fiber threading mechanism,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automated production,composite material knitting,1,0.5909090909090909,0.0001221040196263663,0.2808110457664307,16,3,4.642284587024944e-06,0.00032323185681027767,0.8421052631578947,弱链接
automated production,digital control software,1,0.5909090909090909,0.0001221040196263663,0.2808110457664307,16,3,4.642284587024944e-06,0.00032323185681027767,0.8421052631578947,弱链接
composite material knitting,digital control software,1,4.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
multi-axis positioning,tire mold,1,4.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic processing,multi-axis positioning,1,1.5,0.00012141384146550129,0.24249278497026927,8,3,7.067007346365856e-05,0.00013495756461689962,0.7272727272727273,弱链接
multi-axis positioning,numerical control,1,1.5,0.0,0.2424799834360151,8,3,4.994175111533972e-08,0.00016717309356688547,0.7272727272727273,弱链接
boring-milling machine,multi-axis positioning,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic processing,tire mold,1,1.5,0.00012141384146550129,0.24249278497026927,8,3,7.067007346365856e-05,0.00013495756461689962,0.7272727272727273,弱链接
numerical control,tire mold,1,1.5,7.189355842343753e-07,0.2424799834360151,8,3,4.994175111533972e-08,0.00016717309356688547,0.7272727272727273,弱链接
boring-milling machine,tire mold,1,4.833333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic processing,numerical control,1,0.5909090909090909,0.0,3.4278553554176366e-05,0,3,7.062013171254323e-05,3.221552894998588e-05,0.0,弱链接
automatic processing,boring-milling machine,1,1.5,0.00012141384146550129,0.24249278497026927,8,3,7.067007346365856e-05,0.00013495756461689962,0.7272727272727273,弱链接
boring-milling machine,numerical control,1,1.5,0.0,0.2424799834360151,8,3,4.994175111533972e-08,0.00016717309356688547,0.7272727272727273,弱链接
low gravity center,servomotor control,1,7.785714285714286,7.677342926228625e-06,0.2424841867028826,8,3,1.9645861322612672e-05,0.00016018697459789185,0.7272727272727273,强链接
low gravity center,stacking robot,1,19.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
low gravity center,parallelogram mechanism,1,11.3,1.4378711684687504e-07,0.19050585024627875,4,3,1.93829743824021e-06,8.704101282662111e-05,0.5714285714285714,强链接
low gravity center,planetary gear train,1,0.3472222222222222,0.0,0.3172605336635001,66,3,0.005517156954100592,0.0013369078045155252,0.9449275362318841,弱链接
servomotor control,stacking robot,1,7.785714285714286,7.677342926228625e-06,0.2424841867028826,8,3,1.9645861322612672e-05,0.00016018697459789185,0.7272727272727273,强链接
parallelogram mechanism,servomotor control,1,5.833333333333333,0.0,0.051978336456603824,4,3,1.7707563884372462e-05,7.314596177127074e-05,0.15584415584415584,强链接
planetary gear train,servomotor control,1,0.2125,0.0006458007332550187,0.07477634696061745,58,3,0.00549751109277798,0.0011767208299176333,0.21765480895915676,弱链接
parallelogram mechanism,stacking robot,1,11.3,0.0,0.19050585024627875,4,3,1.93829743824021e-06,8.704101282662111e-05,0.5714285714285714,强链接
planetary gear train,stacking robot,1,0.3472222222222222,0.00011434040443003026,0.3172605336635001,66,3,0.005517156954100592,0.0013369078045155252,0.9449275362318841,弱链接
parallelogram mechanism,planetary gear train,1,0.27631578947368424,0.0,0.1267546834172213,62,3,0.005515218656662352,0.001249866791688904,0.3734989648033126,弱链接
angle adjustment,spoon mechanism,1,2.0714285714285716,6.35528387809315e-05,0.2425887469502052,8,3,0.0003435785982148609,0.00014993497967346562,0.7272727272727273,弱链接
angle adjustment,guide box,1,2.0714285714285716,6.35528387809315e-05,0.2425887469502052,8,3,0.0003435785982148609,0.00014993497967346562,0.7272727272727273,弱链接
angle adjustment,sugarcane feeding,1,2.0714285714285716,6.35528387809315e-05,0.2425887469502052,8,3,0.0003435785982148609,0.00014993497967346562,0.7272727272727273,弱链接
angle adjustment,conveyor belt,1,0.43333333333333335,0.0,0.03840466841168078,8,3,0.00023889174510836273,0.00014257760476653455,0.11483253588516745,弱链接
guide box,spoon mechanism,1,6.166666666666667,0.0,0.0,0,3,0.0,0.0,0.0,强链接
spoon mechanism,sugarcane feeding,1,6.166666666666667,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
conveyor belt,spoon mechanism,1,0.9545454545454546,5.857993826880437e-05,0.2808341541984804,16,3,0.00010468685310649814,0.0002925125844400002,0.8421052631578947,弱链接
guide box,sugarcane feeding,1,6.166666666666667,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
conveyor belt,guide box,1,0.9545454545454546,5.857993826880437e-05,0.2808341541984804,16,3,0.00010468685310649814,0.0002925125844400002,0.8421052631578947,弱链接
conveyor belt,sugarcane feeding,1,0.9545454545454546,5.857993826880437e-05,0.2808341541984804,16,3,0.00010468685310649814,0.0002925125844400002,0.8421052631578947,弱链接
automatic book organization,spring-loaded bookends,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
compact bookshelf design,spring-loaded bookends,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
rotating book card,spring-loaded bookends,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
horizontal push-pull rail,spring-loaded bookends,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic book organization,compact bookshelf design,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic book organization,rotating book card,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic book organization,horizontal push-pull rail,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
compact bookshelf design,rotating book card,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
compact bookshelf design,horizontal push-pull rail,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
horizontal push-pull rail,rotating book card,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
compact design,quantitative container,1,0.1328125,0.00012198898993288877,0.3404711242306424,122,3,0.047207758773674356,0.0022691059817449735,0.971936507936508,弱链接
compact design,powder measuring,1,0.1328125,0.00012198898993288877,0.3404711242306424,122,3,0.047207758773674356,0.0022691059817449735,0.971936507936508,弱链接
compact design,rotary control,1,0.1328125,0.00012198898993288877,0.3404711242306424,122,3,0.047207758773674356,0.0022691059817449735,0.971936507936508,弱链接
compact design,servo motor integration,1,0.09848484848484848,0.0006099449496644438,0.1499596664174854,118,3,0.04719124107944141,0.002179821665078293,0.4005079365079365,弱链接
powder measuring,quantitative container,1,24.833333333333332,0.0,0.0,0,3,0.0,0.0,0.0,强链接
quantitative container,rotary control,1,24.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
quantitative container,servo motor integration,1,14.5,0.0,0.190511457813157,4,3,1.6517694232950388e-05,8.928431666668019e-05,0.5714285714285714,强链接
powder measuring,rotary control,1,24.833333333333332,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
powder measuring,servo motor integration,1,14.5,0.0,0.190511457813157,4,3,1.6517694232950388e-05,8.928431666668019e-05,0.5714285714285714,强链接
rotary control,servo motor integration,1,14.5,0.0,0.190511457813157,4,3,1.6517694232950388e-05,8.928431666668019e-05,0.5714285714285714,强链接
automatic lens change,coaxial alignment,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
coaxial alignment,sliding way,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
coaxial alignment,sealed lens space,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
coaxial alignment,laser cutting head,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic lens change,sliding way,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic lens change,sealed lens space,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic lens change,laser cutting head,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
sealed lens space,sliding way,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
laser cutting head,sliding way,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
laser cutting head,sealed lens space,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
clutch mechanism,hub housing,1,13.45,3.1126123370196125e-05,0.2516019915702925,14,3,0.0028865760016809072,0.00028541178109203866,0.7516339869281046,强链接
backward movement,clutch mechanism,1,13.45,0.0,0.2516019915702925,14,3,0.0028865760016809072,0.00028541178109203866,0.7516339869281046,强链接
automatic transmission,hub housing,1,0.6510067114093959,6.79585760693008e-05,0.3280410020751889,143,3,0.009511966503427357,0.002846991637151951,0.9717640480849874,弱链接
backward movement,hub housing,1,48.166666666666664,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hub housing,planetary gear,1,3.6885245901639343,0.0,0.3150615289260303,55,3,0.007304748734377,0.0010008199256541321,0.9368790181180596,强链接
automatic transmission,backward movement,1,0.6510067114093959,6.79585760693008e-05,0.3280410020751889,143,3,0.009511966503427357,0.002846991637151951,0.9717640480849874,弱链接
backward movement,planetary gear,1,3.6885245901639343,0.0,0.3150615289260303,55,3,0.007304748734377,0.0010008199256541321,0.9368790181180596,强链接
drivable route generation,slope calculation,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
multi-scan radar,slope calculation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
autonomous driving,slope calculation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
CPU load reduction,slope calculation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
drivable route generation,multi-scan radar,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous driving,drivable route generation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
CPU load reduction,drivable route generation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
autonomous driving,multi-scan radar,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
CPU load reduction,multi-scan radar,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
CPU load reduction,autonomous driving,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
XY-plane movement,evenly-scattering illuminant,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
XY-plane movement,automatic inspection,1,1.3,0.00012210401962636634,0.19097861062553534,4,3,0.0014315849805523959,7.567546748226695e-05,0.5714285714285714,弱链接
XY-plane movement,Z-axis inking,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,1.3552527156068805e-20,0.0,0.0,强链接
XY-plane movement,substrate appearance,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,1.3552527156068805e-20,0.0,0.0,强链接
automatic inspection,evenly-scattering illuminant,1,1.3,0.0,0.19097861062553534,4,3,0.0014315849805523959,7.567546748226695e-05,0.5714285714285714,弱链接
Z-axis inking,evenly-scattering illuminant,1,2.8333333333333335,0.0,4.517509052022935e-21,0,3,1.3552527156068805e-20,0.0,0.0,强链接
evenly-scattering illuminant,substrate appearance,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,1.3552527156068805e-20,0.0,0.0,强链接
Z-axis inking,automatic inspection,1,1.3,0.0,0.19097861062553534,4,3,0.0014315849805523959,7.567546748226695e-05,0.5714285714285714,弱链接
automatic inspection,substrate appearance,1,1.3,0.00012210401962636634,0.19097861062553534,4,3,0.0014315849805523959,7.567546748226695e-05,0.5714285714285714,弱链接
Z-axis inking,substrate appearance,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
DSP plate,brake displacement,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
DSP plate,unmanned delta wing,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
DSP plate,real-time data collection,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
DSP plate,pull-wire encoder,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
brake displacement,unmanned delta wing,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
brake displacement,real-time data collection,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
brake displacement,pull-wire encoder,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
real-time data collection,unmanned delta wing,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
pull-wire encoder,unmanned delta wing,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
pull-wire encoder,real-time data collection,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic temperature control,grid bar arrangement,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
arc-shaped plates,automatic temperature control,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic temperature control,bee queen excluder,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic temperature control,square round frame,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
arc-shaped plates,grid bar arrangement,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
bee queen excluder,grid bar arrangement,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
grid bar arrangement,square round frame,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
arc-shaped plates,bee queen excluder,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
arc-shaped plates,square round frame,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
bee queen excluder,square round frame,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
hydraulic support,sealing mechanism,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
floating plug,sealing mechanism,1,1.8888888888888888,7.600176176191968e-08,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
cavitation elimination,sealing mechanism,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
sealing mechanism,self-exhausting,1,1.8888888888888888,0.0,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
floating plug,hydraulic support,1,1.8888888888888888,7.600176176191968e-08,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
cavitation elimination,hydraulic support,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hydraulic support,self-exhausting,1,1.8888888888888888,0.0,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
cavitation elimination,floating plug,1,1.8888888888888888,0.0,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
cavitation elimination,self-exhausting,1,1.8888888888888888,0.0,0.14288510454638523,3,3,4.1034389309525747e-25,8.388506772706837e-05,0.4285714285714286,弱链接
adjustable conveying speed,telescopic conveyor,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic walking,telescopic conveyor,1,0.9285714285714286,0.0,0.24314343773692973,8,3,0.0020154861557405983,0.00014209978232131154,0.7272727272727273,弱链接
grain loading machine,telescopic conveyor,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
flexional scraper blade,telescopic conveyor,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
adjustable conveying speed,automatic walking,1,0.9285714285714286,0.0001221040196263663,0.24314343773692973,8,3,0.0020154861557405983,0.00014209978232131154,0.7272727272727273,弱链接
adjustable conveying speed,grain loading machine,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
adjustable conveying speed,flexional scraper blade,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic walking,grain loading machine,1,0.9285714285714286,0.0001221040196263663,0.24314343773692973,8,3,0.0020154861557405983,0.00014209978232131154,0.7272727272727273,弱链接
automatic walking,flexional scraper blade,1,0.9285714285714286,0.0001221040196263663,0.24314343773692973,8,3,0.0020154861557405983,0.00014209978232131154,0.7272727272727273,弱链接
flexional scraper blade,grain loading machine,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
turbine engine control,variable pitch blades,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
idling mode,variable pitch blades,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic regulation,variable pitch blades,1,0.9285714285714286,0.0001221040196263663,0.24248727325116745,8,3,2.264962692582344e-05,0.00016644285384925157,0.7272727272727273,弱链接
two-position selector,variable pitch blades,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
idling mode,turbine engine control,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic regulation,turbine engine control,1,0.9285714285714286,0.0001221040196263663,0.24248727325116745,8,3,2.264962692582344e-05,0.00016644285384925157,0.7272727272727273,弱链接
turbine engine control,two-position selector,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic regulation,idling mode,1,0.9285714285714286,0.0001221040196263663,0.24248727325116745,8,3,2.264962692582344e-05,0.00016644285384925157,0.7272727272727273,弱链接
idling mode,two-position selector,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic regulation,two-position selector,1,0.9285714285714286,0.0001221040196263663,0.24248727325116745,8,3,2.264962692582344e-05,0.00016644285384925157,0.7272727272727273,弱链接
amplitude threshold,dual-duration filtering,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
amplitude threshold,turbine health monitoring,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
amplitude threshold,in-flight diagnostics,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
amplitude threshold,high-pass filter,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
dual-duration filtering,turbine health monitoring,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
dual-duration filtering,in-flight diagnostics,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
dual-duration filtering,high-pass filter,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
in-flight diagnostics,turbine health monitoring,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
high-pass filter,turbine health monitoring,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
high-pass filter,in-flight diagnostics,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
U-shaped copper pipe,deformation prevention,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
deformation prevention,horizontal rotation,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic pipe handling,deformation prevention,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
